date,year,month,month_name,weekday,hour
2024-07-30,2024,7,July,Tuesday,12
2024-10-07,2024,10,October,Monday,11
2024-04-12,2024,4,April,Friday,22
2024-04-11,2024,4,April,Thursday,3
2024-11-27,2024,11,November,Wednesday,22
2024-11-03,2024,11,November,Sunday,9
2024-08-20,2024,8,August,Tuesday,17
2024-04-15,2024,4,April,Monday,21
2024-08-18,2024,8,August,Sunday,9
2024-04-18,2024,4,April,Thursday,13
2024-06-30,2024,6,June,Sunday,22
2024-07-21,2024,7,July,Sunday,13
2024-06-11,2024,6,June,Tuesday,19
2024-08-08,2024,8,August,Thursday,10
2024-09-08,2024,9,September,Sunday,5
2024-12-27,2024,12,December,Friday,17
2024-02-27,2024,2,February,Tuesday,5
2024-12-05,2024,12,December,Thursday,21
2024-12-12,2024,12,December,Thursday,3
2024-06-14,2024,6,June,Friday,5
2024-01-23,2024,1,January,Tuesday,23
2024-05-24,2024,5,May,Friday,11
2024-07-23,2024,7,July,Tuesday,3
2024-06-07,2024,6,June,Friday,21
2024-11-03,2024,11,November,Sunday,15
2024-08-25,2024,8,August,Sunday,8
2024-09-01,2024,9,September,Sunday,10
2024-01-24,2024,1,January,Wednesday,18
2024-09-14,2024,9,September,Saturday,0
2024-04-04,2024,4,April,Thursday,2
2024-09-01,2024,9,September,Sunday,16
2024-12-19,2024,12,December,Thursday,14
2024-09-03,2024,9,September,Tuesday,23
2024-08-30,2024,8,August,Friday,15
2024-04-13,2024,4,April,Saturday,10
2024-09-06,2024,9,September,Friday,8
2024-02-29,2024,2,February,Thursday,18
2024-09-16,2024,9,September,Monday,7
2024-07-18,2024,7,July,Thursday,15
2024-12-07,2024,12,December,Saturday,17
2024-10-12,2024,10,October,Saturday,1
2024-11-12,2024,11,November,Tuesday,8
2024-03-18,2024,3,March,Monday,18
2024-11-08,2024,11,November,Friday,22
2024-05-29,2024,5,May,Wednesday,16
2024-08-12,2024,8,August,Monday,15
2024-07-31,2024,7,July,Wednesday,13
2024-08-22,2024,8,August,Thursday,18
2024-06-22,2024,6,June,Saturday,11
2024-11-19,2024,11,November,Tuesday,18
2024-06-25,2024,6,June,Tuesday,23
2024-09-23,2024,9,September,Monday,19
2024-10-30,2024,10,October,Wednesday,9
2024-06-30,2024,6,June,Sunday,4
2024-10-24,2024,10,October,Thursday,20
2024-12-10,2024,12,December,Tuesday,5
2024-07-25,2024,7,July,Thursday,21
2024-09-07,2024,9,September,Saturday,15
2024-12-21,2024,12,December,Saturday,7
2024-10-19,2024,10,October,Saturday,10
2024-10-28,2024,10,October,Monday,15
2024-01-23,2024,1,January,Tuesday,15
2024-03-11,2024,3,March,Monday,18
2024-07-28,2024,7,July,Sunday,14
2024-12-28,2024,12,December,Saturday,0
2024-10-04,2024,10,October,Friday,21
2024-04-02,2024,4,April,Tuesday,0
2024-10-28,2024,10,October,Monday,1
2024-02-20,2024,2,February,Tuesday,19
2024-03-02,2024,3,March,Saturday,1
2024-05-06,2024,5,May,Monday,20
2024-10-03,2024,10,October,Thursday,6
2024-11-13,2024,11,November,Wednesday,10
2024-11-19,2024,11,November,Tuesday,7
2024-03-12,2024,3,March,Tuesday,20
2024-12-28,2024,12,December,Saturday,16
2024-01-02,2024,1,January,Tuesday,22
2024-11-03,2024,11,November,Sunday,13
2024-09-09,2024,9,September,Monday,13
2024-05-22,2024,5,May,Wednesday,20
2024-03-06,2024,3,March,Wednesday,2
2024-12-20,2024,12,December,Friday,19
2024-06-14,2024,6,June,Friday,15
2024-01-25,2024,1,January,Thursday,10
2024-04-25,2024,4,April,Thursday,15
2024-01-13,2024,1,January,Saturday,21
2024-06-19,2024,6,June,Wednesday,18
2024-02-01,2024,2,February,Thursday,1
2024-11-16,2024,11,November,Saturday,15
2024-11-02,2024,11,November,Saturday,22
2024-01-14,2024,1,January,Sunday,16
2024-10-20,2024,10,October,Sunday,4
2024-03-06,2024,3,March,Wednesday,11
2024-10-13,2024,10,October,Sunday,1
2024-08-27,2024,8,August,Tuesday,21
2024-01-22,2024,1,January,Monday,18
2024-08-13,2024,8,August,Tuesday,7
2024-03-30,2024,3,March,Saturday,12
2024-07-13,2024,7,July,Saturday,23
2024-11-15,2024,11,November,Friday,15
2024-11-02,2024,11,November,Saturday,15
2024-11-18,2024,11,November,Monday,10
2024-11-10,2024,11,November,Sunday,2
2024-07-10,2024,7,July,Wednesday,19
2024-04-16,2024,4,April,Tuesday,7
2024-07-10,2024,7,July,Wednesday,9
2024-06-21,2024,6,June,Friday,15
2024-11-26,2024,11,November,Tuesday,2
2024-02-06,2024,2,February,Tuesday,13
2024-04-07,2024,4,April,Sunday,21
2024-07-26,2024,7,July,Friday,21
2024-04-17,2024,4,April,Wednesday,17
2024-08-07,2024,8,August,Wednesday,15
2024-09-12,2024,9,September,Thursday,23
2024-10-27,2024,10,October,Sunday,0
2024-06-04,2024,6,June,Tuesday,3
2024-07-29,2024,7,July,Monday,14
2024-04-15,2024,4,April,Monday,11
2024-05-21,2024,5,May,Tuesday,7
2024-08-23,2024,8,August,Friday,16
2024-07-19,2024,7,July,Friday,22
2024-10-18,2024,10,October,Friday,3
2024-02-04,2024,2,February,Sunday,7
2024-06-15,2024,6,June,Saturday,14
2024-06-24,2024,6,June,Monday,14
2024-02-21,2024,2,February,Wednesday,6
2024-04-20,2024,4,April,Saturday,1
2024-02-22,2024,2,February,Thursday,14
2024-05-02,2024,5,May,Thursday,7
2024-02-19,2024,2,February,Monday,6
2024-10-04,2024,10,October,Friday,14
2024-04-18,2024,4,April,Thursday,16
2024-11-19,2024,11,November,Tuesday,14
2024-06-20,2024,6,June,Thursday,0
2024-11-11,2024,11,November,Monday,4
2024-07-11,2024,7,July,Thursday,7
2024-11-25,2024,11,November,Monday,1
2024-12-06,2024,12,December,Friday,9
2024-09-08,2024,9,September,Sunday,2
2024-04-14,2024,4,April,Sunday,8
2024-05-26,2024,5,May,Sunday,20
2024-09-15,2024,9,September,Sunday,22
2024-06-02,2024,6,June,Sunday,21
2024-02-06,2024,2,February,Tuesday,12
2024-07-26,2024,7,July,Friday,15
2024-03-04,2024,3,March,Monday,14
2024-01-15,2024,1,January,Monday,23
2024-01-07,2024,1,January,Sunday,4
2024-08-04,2024,8,August,Sunday,6
2024-02-15,2024,2,February,Thursday,3
2024-01-04,2024,1,January,Thursday,6
2024-03-31,2024,3,March,Sunday,13
2024-01-31,2024,1,January,Wednesday,6
2024-03-26,2024,3,March,Tuesday,2
2024-01-05,2024,1,January,Friday,2
2024-11-04,2024,11,November,Monday,18
2024-06-10,2024,6,June,Monday,8
2024-12-23,2024,12,December,Monday,14
2024-12-17,2024,12,December,Tuesday,23
2024-07-03,2024,7,July,Wednesday,1
2024-08-31,2024,8,August,Saturday,23
2024-09-15,2024,9,September,Sunday,1
2024-02-29,2024,2,February,Thursday,17
2024-01-15,2024,1,January,Monday,5
2024-12-06,2024,12,December,Friday,4
2024-11-03,2024,11,November,Sunday,2
2024-08-11,2024,8,August,Sunday,8
2024-10-20,2024,10,October,Sunday,13
2024-08-04,2024,8,August,Sunday,11
2024-10-02,2024,10,October,Wednesday,16
2024-12-06,2024,12,December,Friday,1
2024-05-29,2024,5,May,Wednesday,13
2024-12-13,2024,12,December,Friday,17
2024-07-20,2024,7,July,Saturday,3
2024-08-14,2024,8,August,Wednesday,17
2024-12-13,2024,12,December,Friday,5
2024-09-20,2024,9,September,Friday,23
2024-12-18,2024,12,December,Wednesday,21
2024-11-28,2024,11,November,Thursday,13
2024-04-25,2024,4,April,Thursday,0
2024-11-26,2024,11,November,Tuesday,15
2024-10-11,2024,10,October,Friday,19
2024-04-16,2024,4,April,Tuesday,23
2024-10-21,2024,10,October,Monday,7
2024-10-05,2024,10,October,Saturday,6
2024-03-12,2024,3,March,Tuesday,21
2024-01-23,2024,1,January,Tuesday,8
2024-08-05,2024,8,August,Monday,5
2024-11-27,2024,11,November,Wednesday,18
2024-05-18,2024,5,May,Saturday,4
2024-04-25,2024,4,April,Thursday,9
2024-06-05,2024,6,June,Wednesday,21
2024-03-28,2024,3,March,Thursday,11
2024-10-30,2024,10,October,Wednesday,4
2024-11-23,2024,11,November,Saturday,13
2024-05-26,2024,5,May,Sunday,10
2024-07-27,2024,7,July,Saturday,11
2024-10-10,2024,10,October,Thursday,17
2024-12-12,2024,12,December,Thursday,19
2024-06-25,2024,6,June,Tuesday,8
2024-03-27,2024,3,March,Wednesday,19
2024-11-12,2024,11,November,Tuesday,17
2024-06-30,2024,6,June,Sunday,0
2024-12-02,2024,12,December,Monday,15
2024-07-21,2024,7,July,Sunday,15
2024-09-07,2024,9,September,Saturday,20
2024-07-18,2024,7,July,Thursday,4
2024-06-24,2024,6,June,Monday,15
2024-09-18,2024,9,September,Wednesday,6
2024-02-22,2024,2,February,Thursday,18
2024-04-08,2024,4,April,Monday,5
2024-04-23,2024,4,April,Tuesday,12
2024-02-21,2024,2,February,Wednesday,15
2024-03-07,2024,3,March,Thursday,12
2024-07-15,2024,7,July,Monday,3
2024-04-08,2024,4,April,Monday,16
2024-03-19,2024,3,March,Tuesday,1
2024-03-01,2024,3,March,Friday,15
2024-02-08,2024,2,February,Thursday,6
2024-04-21,2024,4,April,Sunday,21
2024-05-31,2024,5,May,Friday,9
2024-03-09,2024,3,March,Saturday,9
2024-07-07,2024,7,July,Sunday,11
2024-01-06,2024,1,January,Saturday,12
2024-10-25,2024,10,October,Friday,3
2024-04-22,2024,4,April,Monday,11
2024-03-16,2024,3,March,Saturday,17
2024-05-24,2024,5,May,Friday,0
2024-11-26,2024,11,November,Tuesday,14
2024-01-07,2024,1,January,Sunday,23
2024-02-24,2024,2,February,Saturday,19
2024-09-02,2024,9,September,Monday,5
2024-09-18,2024,9,September,Wednesday,15
2024-12-16,2024,12,December,Monday,14
2024-02-09,2024,2,February,Friday,22
2024-11-03,2024,11,November,Sunday,6
2024-12-04,2024,12,December,Wednesday,13
2024-03-16,2024,3,March,Saturday,11
2024-03-15,2024,3,March,Friday,3
2024-11-21,2024,11,November,Thursday,12
2024-04-14,2024,4,April,Sunday,0
2024-03-12,2024,3,March,Tuesday,10
2024-03-11,2024,3,March,Monday,4
2024-02-07,2024,2,February,Wednesday,17
2024-08-01,2024,8,August,Thursday,5
2024-11-26,2024,11,November,Tuesday,0
2024-12-14,2024,12,December,Saturday,16
2024-02-17,2024,2,February,Saturday,18
2024-02-09,2024,2,February,Friday,17
2024-02-25,2024,2,February,Sunday,3
2024-01-06,2024,1,January,Saturday,11
2024-09-04,2024,9,September,Wednesday,1
2024-07-19,2024,7,July,Friday,12
2024-02-17,2024,2,February,Saturday,8
2024-11-07,2024,11,November,Thursday,23
2024-12-30,2024,12,December,Monday,14
2024-03-14,2024,3,March,Thursday,11
2024-02-15,2024,2,February,Thursday,2
2024-03-04,2024,3,March,Monday,20
2024-11-15,2024,11,November,Friday,11
2024-05-05,2024,5,May,Sunday,20
2024-07-22,2024,7,July,Monday,15
2024-07-04,2024,7,July,Thursday,15
2024-03-13,2024,3,March,Wednesday,2
2024-01-28,2024,1,January,Sunday,3
2024-03-23,2024,3,March,Saturday,15
2024-03-15,2024,3,March,Friday,11
2024-06-11,2024,6,June,Tuesday,4
2024-11-23,2024,11,November,Saturday,21
2024-04-17,2024,4,April,Wednesday,6
2024-03-04,2024,3,March,Monday,18
2024-03-31,2024,3,March,Sunday,16
2024-11-20,2024,11,November,Wednesday,10
2024-11-11,2024,11,November,Monday,14
2024-05-28,2024,5,May,Tuesday,15
2024-08-25,2024,8,August,Sunday,15
2024-12-03,2024,12,December,Tuesday,9
2024-09-22,2024,9,September,Sunday,21
2024-01-27,2024,1,January,Saturday,21
2024-06-14,2024,6,June,Friday,7
2024-02-10,2024,2,February,Saturday,20
2024-04-23,2024,4,April,Tuesday,10
2024-03-14,2024,3,March,Thursday,22
2024-04-02,2024,4,April,Tuesday,3
2024-11-16,2024,11,November,Saturday,2
2024-04-01,2024,4,April,Monday,20
2024-03-22,2024,3,March,Friday,18
2024-07-05,2024,7,July,Friday,4
2024-02-17,2024,2,February,Saturday,12
2024-03-29,2024,3,March,Friday,7
2024-09-06,2024,9,September,Friday,15
2024-06-29,2024,6,June,Saturday,13
2024-11-26,2024,11,November,Tuesday,19
2024-07-09,2024,7,July,Tuesday,5
2024-04-29,2024,4,April,Monday,20
2024-12-09,2024,12,December,Monday,2
2024-01-24,2024,1,January,Wednesday,9
2024-10-21,2024,10,October,Monday,0
2024-01-25,2024,1,January,Thursday,14
2024-04-24,2024,4,April,Wednesday,1
2024-07-07,2024,7,July,Sunday,19
2024-12-18,2024,12,December,Wednesday,22
2024-10-26,2024,10,October,Saturday,15
2024-09-04,2024,9,September,Wednesday,8
2024-02-09,2024,2,February,Friday,2
2024-10-29,2024,10,October,Tuesday,19
2024-07-05,2024,7,July,Friday,14
2024-10-22,2024,10,October,Tuesday,23
2024-12-04,2024,12,December,Wednesday,19
2024-06-19,2024,6,June,Wednesday,1
2024-05-21,2024,5,May,Tuesday,19
2024-01-19,2024,1,January,Friday,20
2024-04-22,2024,4,April,Monday,9
2024-09-14,2024,9,September,Saturday,22
2024-08-21,2024,8,August,Wednesday,5
2024-01-05,2024,1,January,Friday,21
2024-05-28,2024,5,May,Tuesday,8
2024-06-28,2024,6,June,Friday,19
2024-03-13,2024,3,March,Wednesday,13
2024-07-12,2024,7,July,Friday,23
2024-12-13,2024,12,December,Friday,12
2024-11-09,2024,11,November,Saturday,4
2024-08-26,2024,8,August,Monday,5
2024-04-21,2024,4,April,Sunday,10
2024-06-28,2024,6,June,Friday,10
2024-08-09,2024,8,August,Friday,21
2024-02-20,2024,2,February,Tuesday,9
2024-05-08,2024,5,May,Wednesday,4
2024-07-29,2024,7,July,Monday,16
2024-09-19,2024,9,September,Thursday,13
2024-09-22,2024,9,September,Sunday,16
2024-09-03,2024,9,September,Tuesday,12
2024-09-10,2024,9,September,Tuesday,4
2024-12-18,2024,12,December,Wednesday,7
2024-09-15,2024,9,September,Sunday,16
2024-11-09,2024,11,November,Saturday,15
2024-09-18,2024,9,September,Wednesday,19
2024-12-23,2024,12,December,Monday,3
2024-11-26,2024,11,November,Tuesday,23
2024-03-22,2024,3,March,Friday,13
2024-10-15,2024,10,October,Tuesday,12
2024-11-26,2024,11,November,Tuesday,17
2024-06-14,2024,6,June,Friday,21
2024-12-06,2024,12,December,Friday,3
2024-01-16,2024,1,January,Tuesday,6
2024-12-13,2024,12,December,Friday,10
2024-02-19,2024,2,February,Monday,7
2024-11-24,2024,11,November,Sunday,19
2024-02-04,2024,2,February,Sunday,15
2024-11-03,2024,11,November,Sunday,19
2024-03-21,2024,3,March,Thursday,10
2024-02-26,2024,2,February,Monday,21
2024-10-07,2024,10,October,Monday,12
2024-01-19,2024,1,January,Friday,12
2024-02-23,2024,2,February,Friday,1
2024-04-10,2024,4,April,Wednesday,19
2024-12-25,2024,12,December,Wednesday,15
2024-05-01,2024,5,May,Wednesday,8
2024-03-07,2024,3,March,Thursday,22
2024-10-04,2024,10,October,Friday,18
2024-09-23,2024,9,September,Monday,8
2024-08-20,2024,8,August,Tuesday,4
2024-11-08,2024,11,November,Friday,13
2024-12-04,2024,12,December,Wednesday,11
2024-02-25,2024,2,February,Sunday,20
2024-09-22,2024,9,September,Sunday,9
2024-05-07,2024,5,May,Tuesday,19
2024-11-07,2024,11,November,Thursday,0
2024-01-19,2024,1,January,Friday,13
2024-02-02,2024,2,February,Friday,16
2024-12-01,2024,12,December,Sunday,1
2024-02-01,2024,2,February,Thursday,9
2024-08-06,2024,8,August,Tuesday,10
2024-05-30,2024,5,May,Thursday,22
2024-09-18,2024,9,September,Wednesday,18
2024-11-28,2024,11,November,Thursday,2
2024-03-03,2024,3,March,Sunday,19
2024-05-04,2024,5,May,Saturday,11
2024-10-18,2024,10,October,Friday,4
2024-06-09,2024,6,June,Sunday,4
2024-08-20,2024,8,August,Tuesday,0
2024-08-08,2024,8,August,Thursday,0
2024-10-12,2024,10,October,Saturday,8
2024-02-07,2024,2,February,Wednesday,12
2024-04-03,2024,4,April,Wednesday,21
2024-10-23,2024,10,October,Wednesday,18
2024-04-17,2024,4,April,Wednesday,15
2024-04-24,2024,4,April,Wednesday,6
2024-04-14,2024,4,April,Sunday,10
2024-03-02,2024,3,March,Saturday,16
2024-02-10,2024,2,February,Saturday,8
2024-12-18,2024,12,December,Wednesday,11
2024-11-16,2024,11,November,Saturday,1
2024-10-12,2024,10,October,Saturday,22
2024-09-28,2024,9,September,Saturday,23
2024-07-01,2024,7,July,Monday,19
2024-08-05,2024,8,August,Monday,4
2024-09-07,2024,9,September,Saturday,21
2024-06-11,2024,6,June,Tuesday,14
2024-06-06,2024,6,June,Thursday,16
2024-02-02,2024,2,February,Friday,23
2024-03-23,2024,3,March,Saturday,13
2024-09-13,2024,9,September,Friday,14
2024-03-04,2024,3,March,Monday,13
2024-07-31,2024,7,July,Wednesday,0
2024-05-29,2024,5,May,Wednesday,15
2024-09-11,2024,9,September,Wednesday,14
2024-07-08,2024,7,July,Monday,17
2024-09-09,2024,9,September,Monday,9
2024-10-11,2024,10,October,Friday,2
2024-08-12,2024,8,August,Monday,4
2024-05-31,2024,5,May,Friday,4
2024-03-13,2024,3,March,Wednesday,10
2024-06-08,2024,6,June,Saturday,6
2024-10-13,2024,10,October,Sunday,8
2024-07-25,2024,7,July,Thursday,9
2024-02-22,2024,2,February,Thursday,4
2024-11-11,2024,11,November,Monday,17
2024-06-14,2024,6,June,Friday,2
2024-10-13,2024,10,October,Sunday,14
2024-04-19,2024,4,April,Friday,6
2024-03-02,2024,3,March,Saturday,20
2024-11-11,2024,11,November,Monday,20
2024-10-27,2024,10,October,Sunday,11
2024-09-02,2024,9,September,Monday,14
2024-12-31,2024,12,December,Tuesday,5
2024-02-19,2024,2,February,Monday,19
2024-10-27,2024,10,October,Sunday,13
2024-03-16,2024,3,March,Saturday,9
2024-01-02,2024,1,January,Tuesday,11
2024-02-16,2024,2,February,Friday,6
2024-02-11,2024,2,February,Sunday,8
2024-04-01,2024,4,April,Monday,10
2024-05-15,2024,5,May,Wednesday,3
2024-10-26,2024,10,October,Saturday,14
2024-09-21,2024,9,September,Saturday,23
2024-07-02,2024,7,July,Tuesday,11
2024-07-23,2024,7,July,Tuesday,17
2024-04-29,2024,4,April,Monday,18
2024-11-01,2024,11,November,Friday,19
2024-06-26,2024,6,June,Wednesday,16
2024-04-14,2024,4,April,Sunday,15
2024-10-08,2024,10,October,Tuesday,14
2024-12-08,2024,12,December,Sunday,21
2024-03-18,2024,3,March,Monday,10
2024-02-24,2024,2,February,Saturday,16
2024-10-21,2024,10,October,Monday,18
2024-11-20,2024,11,November,Wednesday,4
2024-08-20,2024,8,August,Tuesday,15
2024-08-05,2024,8,August,Monday,12
2024-11-21,2024,11,November,Thursday,1
2024-03-15,2024,3,March,Friday,23
2024-02-10,2024,2,February,Saturday,12
2024-08-09,2024,8,August,Friday,4
2024-04-02,2024,4,April,Tuesday,10
2024-11-21,2024,11,November,Thursday,11
2024-03-18,2024,3,March,Monday,16
2024-02-10,2024,2,February,Saturday,22
2024-12-11,2024,12,December,Wednesday,17
2024-05-25,2024,5,May,Saturday,20
2024-04-21,2024,4,April,Sunday,7
2024-04-21,2024,4,April,Sunday,15
2024-06-11,2024,6,June,Tuesday,18
2024-03-31,2024,3,March,Sunday,14
2024-08-02,2024,8,August,Friday,15
2024-07-28,2024,7,July,Sunday,0
2024-11-30,2024,11,November,Saturday,14
2024-12-30,2024,12,December,Monday,7
2024-05-03,2024,5,May,Friday,6
2024-02-05,2024,2,February,Monday,0
2024-05-13,2024,5,May,Monday,19
2024-07-22,2024,7,July,Monday,1
2024-10-23,2024,10,October,Wednesday,4
2024-11-24,2024,11,November,Sunday,2
2024-05-12,2024,5,May,Sunday,20
2024-05-29,2024,5,May,Wednesday,11
2024-03-06,2024,3,March,Wednesday,5
2024-07-05,2024,7,July,Friday,18
2024-09-24,2024,9,September,Tuesday,13
2024-06-24,2024,6,June,Monday,8
2024-11-22,2024,11,November,Friday,0
2024-11-16,2024,11,November,Saturday,3
2024-08-16,2024,8,August,Friday,20
2024-03-31,2024,3,March,Sunday,1
2024-04-16,2024,4,April,Tuesday,8
2024-02-29,2024,2,February,Thursday,16
2024-02-27,2024,2,February,Tuesday,16
2024-05-18,2024,5,May,Saturday,17
2024-05-20,2024,5,May,Monday,20
2024-08-28,2024,8,August,Wednesday,18
2024-04-09,2024,4,April,Tuesday,3
2024-04-17,2024,4,April,Wednesday,20
2024-09-21,2024,9,September,Saturday,17
2024-07-25,2024,7,July,Thursday,2
2024-05-11,2024,5,May,Saturday,10
2024-09-14,2024,9,September,Saturday,16
2024-01-24,2024,1,January,Wednesday,14
2024-10-02,2024,10,October,Wednesday,13
2024-03-18,2024,3,March,Monday,21
2024-05-29,2024,5,May,Wednesday,0
2024-08-16,2024,8,August,Friday,7
2024-01-12,2024,1,January,Friday,5
2024-07-10,2024,7,July,Wednesday,0
2024-11-20,2024,11,November,Wednesday,2
2024-10-20,2024,10,October,Sunday,17
2024-03-18,2024,3,March,Monday,23
2024-07-24,2024,7,July,Wednesday,20
2024-12-11,2024,12,December,Wednesday,11
2024-04-06,2024,4,April,Saturday,5
2024-06-16,2024,6,June,Sunday,11
2024-01-14,2024,1,January,Sunday,4
2024-08-12,2024,8,August,Monday,14
2024-03-24,2024,3,March,Sunday,7
2024-07-03,2024,7,July,Wednesday,17
2024-06-07,2024,6,June,Friday,2
2024-05-20,2024,5,May,Monday,23
2024-01-20,2024,1,January,Saturday,2
2024-09-22,2024,9,September,Sunday,5
2024-01-24,2024,1,January,Wednesday,19
2024-06-08,2024,6,June,Saturday,17
2024-10-19,2024,10,October,Saturday,7
2024-11-10,2024,11,November,Sunday,3
2024-10-22,2024,10,October,Tuesday,9
2024-07-16,2024,7,July,Tuesday,23
2024-09-04,2024,9,September,Wednesday,12
2024-05-23,2024,5,May,Thursday,23
2024-08-21,2024,8,August,Wednesday,3
2024-04-26,2024,4,April,Friday,16
2024-02-12,2024,2,February,Monday,18
2024-06-30,2024,6,June,Sunday,19
2024-09-28,2024,9,September,Saturday,6
2024-10-03,2024,10,October,Thursday,22
2024-08-31,2024,8,August,Saturday,17
2024-11-09,2024,11,November,Saturday,21
2024-05-04,2024,5,May,Saturday,14
2024-07-24,2024,7,July,Wednesday,4
2024-03-01,2024,3,March,Friday,18
2024-11-08,2024,11,November,Friday,16
2024-05-10,2024,5,May,Friday,4
2024-11-04,2024,11,November,Monday,21
2024-05-23,2024,5,May,Thursday,10
2024-09-05,2024,9,September,Thursday,8
2024-11-06,2024,11,November,Wednesday,18
2024-05-02,2024,5,May,Thursday,13
2024-08-23,2024,8,August,Friday,20
2024-12-15,2024,12,December,Sunday,12
2024-11-11,2024,11,November,Monday,19
2024-04-05,2024,4,April,Friday,13
2024-06-30,2024,6,June,Sunday,14
2024-04-25,2024,4,April,Thursday,16
2024-05-05,2024,5,May,Sunday,8
2024-10-11,2024,10,October,Friday,20
2024-05-13,2024,5,May,Monday,13
2024-03-09,2024,3,March,Saturday,11
2024-11-05,2024,11,November,Tuesday,8
2024-11-12,2024,11,November,Tuesday,15
2024-09-08,2024,9,September,Sunday,15
2024-01-28,2024,1,January,Sunday,13
2024-05-09,2024,5,May,Thursday,18
2024-09-25,2024,9,September,Wednesday,9
2024-01-03,2024,1,January,Wednesday,11
2024-04-03,2024,4,April,Wednesday,19
2024-06-27,2024,6,June,Thursday,6
2024-12-03,2024,12,December,Tuesday,19
2024-09-08,2024,9,September,Sunday,6
2024-10-29,2024,10,October,Tuesday,3
2024-10-06,2024,10,October,Sunday,23
2024-01-13,2024,1,January,Saturday,17
2024-01-22,2024,1,January,Monday,6
2024-01-15,2024,1,January,Monday,1
2024-04-01,2024,4,April,Monday,18
2024-04-14,2024,4,April,Sunday,18
2024-05-03,2024,5,May,Friday,12
2024-05-12,2024,5,May,Sunday,15
2024-07-31,2024,7,July,Wednesday,15
2024-12-22,2024,12,December,Sunday,16
2024-06-16,2024,6,June,Sunday,6
